aya_index,text
4954,"<b>الرحمن 13</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 16</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 18</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 21</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 23</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 25</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 28</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 30</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 32</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 34</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 36</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 38</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 40</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 42</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 45</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 47</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 49</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 51</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 55</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 57</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 59</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 61</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 63</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 65</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 67</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 69</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 71</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 73</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 75</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 77</b>فبأي آلاء ربكما تكذبان "
4956,"<b>الرحمن 13</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 16</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 18</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 21</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 23</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 25</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 28</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 30</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 32</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 34</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 36</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 38</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 40</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 42</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 45</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 47</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 49</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 51</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 53</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 57</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 59</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 61</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 63</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 65</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 67</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 69</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 71</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 73</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 75</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 77</b>فبأي آلاء ربكما تكذبان "
4957,<b>الرحمن 74</b>لم يطمثهن إنس قبلهم ولا جان 
4958,"<b>الرحمن 13</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 16</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 18</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 21</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 23</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 25</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 28</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 30</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 32</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 34</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 36</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 38</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 40</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 42</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 45</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 47</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 49</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 51</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 53</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 55</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 59</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 61</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 63</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 65</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 67</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 69</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 71</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 73</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 75</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 77</b>فبأي آلاء ربكما تكذبان "
4960,"<b>الرحمن 13</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 16</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 18</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 21</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 23</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 25</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 28</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 30</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 32</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 34</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 36</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 38</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 40</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 42</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 45</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 47</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 49</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 51</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 53</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 55</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 57</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 61</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 63</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 65</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 67</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 69</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 71</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 73</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 75</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 77</b>فبأي آلاء ربكما تكذبان "
4962,"<b>الرحمن 13</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 16</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 18</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 21</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 23</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 25</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 28</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 30</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 32</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 34</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 36</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 38</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 40</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 42</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 45</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 47</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 49</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 51</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 53</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 55</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 57</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 59</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 63</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 65</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 67</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 69</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 71</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 73</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 75</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 77</b>فبأي آلاء ربكما تكذبان "
4964,"<b>الرحمن 13</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 16</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 18</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 21</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 23</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 25</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 28</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 30</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 32</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 34</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 36</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 38</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 40</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 42</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 45</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 47</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 49</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 51</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 53</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 55</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 57</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 59</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 61</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 65</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 67</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 69</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 71</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 73</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 75</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 77</b>فبأي آلاء ربكما تكذبان "
4966,"<b>الرحمن 13</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 16</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 18</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 21</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 23</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 25</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 28</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 30</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 32</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 34</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 36</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 38</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 40</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 42</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 45</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 47</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 49</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 51</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 53</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 55</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 57</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 59</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 61</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 63</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 67</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 69</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 71</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 73</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 75</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 77</b>فبأي آلاء ربكما تكذبان "
4968,"<b>الرحمن 13</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 16</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 18</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 21</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 23</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 25</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 28</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 30</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 32</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 34</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 36</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 38</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 40</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 42</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 45</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 47</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 49</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 51</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 53</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 55</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 57</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 59</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 61</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 63</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 65</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 69</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 71</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 73</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 75</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 77</b>فبأي آلاء ربكما تكذبان "
4970,"<b>الرحمن 13</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 16</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 18</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 21</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 23</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 25</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 28</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 30</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 32</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 34</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 36</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 38</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 40</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 42</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 45</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 47</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 49</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 51</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 53</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 55</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 57</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 59</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 61</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 63</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 65</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 67</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 71</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 73</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 75</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 77</b>فبأي آلاء ربكما تكذبان "
4972,"<b>الرحمن 13</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 16</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 18</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 21</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 23</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 25</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 28</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 30</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 32</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 34</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 36</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 38</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 40</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 42</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 45</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 47</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 49</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 51</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 53</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 55</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 57</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 59</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 61</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 63</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 65</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 67</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 69</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 73</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 75</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 77</b>فبأي آلاء ربكما تكذبان "
4974,"<b>الرحمن 13</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 16</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 18</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 21</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 23</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 25</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 28</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 30</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 32</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 34</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 36</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 38</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 40</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 42</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 45</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 47</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 49</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 51</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 53</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 55</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 57</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 59</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 61</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 63</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 65</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 67</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 69</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 71</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 75</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 77</b>فبأي آلاء ربكما تكذبان "
4975,<b>الرحمن 56</b>فيهن قاصرات الطرف لم يطمثهن إنس قبلهم ولا جان 
4976,"<b>الرحمن 13</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 16</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 18</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 21</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 23</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 25</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 28</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 30</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 32</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 34</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 36</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 38</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 40</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 42</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 45</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 47</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 49</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 51</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 53</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 55</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 57</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 59</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 61</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 63</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 65</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 67</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 69</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 71</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 73</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 77</b>فبأي آلاء ربكما تكذبان "
4978,"<b>الرحمن 13</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 16</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 18</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 21</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 23</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 25</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 28</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 30</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 32</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 34</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 36</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 38</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 40</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 42</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 45</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 47</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 49</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 51</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 53</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 55</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 57</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 59</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 61</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 63</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 65</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 67</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 69</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 71</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 73</b>فبأي آلاء ربكما تكذبان ,<b>الرحمن 75</b>فبأي آلاء ربكما تكذبان "
4991,<b>الصافات 43</b>في جنات النعيم 
4992,<b>الواقعة 39</b>ثلة من الأولين 
5004,<b>النبأ 35</b>لا يسمعون فيها لغوا ولا كذابا 
5018,<b>الواقعة 13</b>ثلة من الأولين 
5027,<b>الصافات 17</b>أوآباؤنا الأولون 
5032,<b>الصافات 66</b>فإنهم لآكلون منها فمالئون منها البطون 
5046,<b>القلم 27</b>بل نحن محرومون 
5053,"<b>الواقعة 96</b>فسبح باسم ربك العظيم ,<b>الحاقة 52</b>فسبح باسم ربك العظيم "
5059,<b>الحاقة 43</b>تنزيل من رب العالمين 
5075,"<b>الواقعة 74</b>فسبح باسم ربك العظيم ,<b>الحاقة 52</b>فسبح باسم ربك العظيم "
5121,<b>آل عمران 116</b>إن الذين كفروا لن تغني عنهم أموالهم ولا أولادهم من الله شيئا وأولئك أصحاب النار هم فيها خالدون 
5130,<b>الأنفال 13</b>ذلك بأنهم شاقوا الله ورسوله ومن يشاقق الله ورسوله فإن الله شديد العقاب 
5172,<b>التوبة 33</b>هو الذي أرسل رسوله بالهدى ودين الحق ليظهره على الدين كله ولو كره المشركون 
5211,<b>المائدة 92</b>وأطيعوا الله وأطيعوا الرسول واحذروا فإن توليتم فاعلموا أنما على رسولنا البلاغ المبين 
5238,<b>التوبة 73</b>يا أيها النبي جاهد الكفار والمنافقين واغلظ عليهم ومأواهم جهنم وبئس المصير 
5266,"<b>يونس 48</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>الأنبياء 38</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>النمل 71</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>السجدة 28</b>ويقولون متى هذا الفتح إن كنتم صادقين ,<b>سبأ 29</b>ويقولون متى هذا الوعد إن كنتم صادقين ,<b>يس 48</b>ويقولون متى هذا الوعد إن كنتم صادقين "
5278,<b>الأنعام 117</b>إن ربك هو أعلم من يضل عن سبيله وهو أعلم بالمهتدين 
5286,<b>المطففين 13</b>إذا تتلى عليه آياتنا قال أساطير الأولين 
5298,<b>الواقعة 67</b>بل نحن محرومون 
5302,<b>الأنبياء 14</b>قالوا يا ويلنا إنا كنا ظالمين 
5307,<b>الصافات 154</b>ما لكم كيف تحكمون 
5316,<b>الأعراف 183</b>وأملي لهم إن كيدي متين 
5317,<b>الطور 40</b>أم تسألهم أجرا فهم من مغرم مثقلون 
5318,<b>الطور 41</b>أم عندهم الغيب فهم يكتبون 
5344,<b>القارعة 7</b>فهو في عيشة راضية 
5345,<b>الغاشية 10</b>في جنة عالية 
5357,<b>الماعون 3</b>ولا يحض على طعام المسكين 
5363,<b>التكوير 19</b>إنه لقول رسول كريم 
