part_id,aya_index,part_no,part_text,part_text_full,hamza
121,74,1,وإذ قال موسىٰ لقومه إن الله يأمركم أن تذبحوا بقرة,وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِ إِنَّ اللَّهَ يَأْمُرُكُمْ أَن تَذْبَحُوا بَقَرَةً,
122,74,2,قالوا أتتخذنا هزوا,قَالُوا أَتَتَّخِذُنَا هُزُوًا,
123,74,3,قال أعوذ بالله أن أكون من الجاهلين,قَالَ أَعُوذُ بِاللَّهِ أَنْ أَكُونَ مِنَ الْجَاهِلِينَ,
124,75,1,قالوا ادع لنا ربك يبين لنا ما هي,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّن لَّنَا مَا هِيَ,
125,75,2,قال إنه يقول إنها بقرة لا فارض ولا بكر عوان بين ذٰلك,قَالَ إِنَّهُ يَقُولُ إِنَّهَا بَقَرَةٌ لَّا فَارِضٌ وَلَا بِكْرٌ عَوَانٌ بَيْنَ ذَٰلِكَ,
126,75,3,فافعلوا ما تؤمرون,فَافْعَلُوا مَا تُؤْمَرُونَ,1
127,76,1,قالوا ادع لنا ربك يبين لنا ما لونها,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّن لَّنَا مَا لَوْنُهَا,
128,76,2,قال إنه يقول إنها بقرة صفراء فاقع لونها تسر الناظرين,قَالَ إِنَّهُ يَقُولُ إِنَّهَا بَقَرَةٌ صَفْرَاءُ فَاقِعٌ لَّوْنُهَا تَسُرُّ النَّاظِرِينَ,
129,77,1,قالوا ادع لنا ربك يبين لنا ما هي إن البقر تشابه علينا وإنا إن شاء الله لمهتدون,قَالُوا ادْعُ لَنَا رَبَّكَ يُبَيِّن لَّنَا مَا هِيَ إِنَّ الْبَقَرَ تَشَابَهَ عَلَيْنَا وَإِنَّا إِن شَاءَ اللَّهُ لَمُهْتَدُونَ,
130,78,1,قال إنه يقول إنها بقرة لا ذلول تثير الأرض ولا تسقي الحرث مسلمة لا شية فيها,قَالَ إِنَّهُ يَقُولُ إِنَّهَا بَقَرَةٌ لَّا ذَلُولٌ تُثِيرُ الْأَرْضَ وَلَا تَسْقِي الْحَرْثَ مُسَلَّمَةٌ لَّا شِيَةَ فِيهَا,
131,78,2,قالوا الآن جئت بالحق,قَالُوا الْآنَ جِئْتَ بِالْحَقِّ,
132,78,3,فذبحوها وما كادوا يفعلون,فَذَبَحُوهَا وَمَا كَادُوا يَفْعَلُونَ,
133,79,1,وإذ قتلتم نفسا فادارأتم فيها,وَإِذْ قَتَلْتُمْ نَفْسًا فَادَّارَأْتُمْ فِيهَا,
134,79,2,والله مخرج ما كنتم تكتمون,وَاللَّهُ مُخْرِجٌ مَّا كُنتُمْ تَكْتُمُونَ,
135,80,1,فقلنا اضربوه ببعضها,فَقُلْنَا اضْرِبُوهُ بِبَعْضِهَا,
136,80,2,كذٰلك يحيي الله الموتىٰ ويريكم آياته لعلكم تعقلون,كَذَٰلِكَ يُحْيِي اللَّهُ الْمَوْتَىٰ وَيُرِيكُمْ آيَاتِهِ لَعَلَّكُمْ تَعْقِلُونَ,
137,81,1,ثم قست قلوبكم من بعد ذٰلك فهي كالحجارة أو أشد قسوة,ثُمَّ قَسَتْ قُلُوبُكُم مِّن بَعْدِ ذَٰلِكَ فَهِيَ كَالْحِجَارَةِ أَوْ أَشَدُّ قَسْوَةً,
138,81,2,وإن من الحجارة لما يتفجر منه الأنهار,وَإِنَّ مِنَ الْحِجَارَةِ لَمَا يَتَفَجَّرُ مِنْهُ الْأَنْهَارُ,1
139,81,3,وإن منها لما يشقق فيخرج منه الماء,وَإِنَّ مِنْهَا لَمَا يَشَّقَّقُ فَيَخْرُجُ مِنْهُ الْمَاءُ,1
140,81,4,وإن منها لما يهبط من خشية الله,وَإِنَّ مِنْهَا لَمَا يَهْبِطُ مِنْ خَشْيَةِ اللَّهِ,
141,81,5,وما الله بغافل عما تعملون,وَمَا اللَّهُ بِغَافِلٍ عَمَّا تَعْمَلُونَ,
142,82,1,أفتطمعون أن يؤمنوا لكم وقد كان فريق منهم يسمعون كلام الله ثم يحرفونه من بعد ما عقلوه وهم يعلمون,أَفَتَطْمَعُونَ أَن يُؤْمِنُوا لَكُمْ وَقَدْ كَانَ فَرِيقٌ مِّنْهُمْ يَسْمَعُونَ كَلَامَ اللَّهِ ثُمَّ يُحَرِّفُونَهُ مِن بَعْدِ مَا عَقَلُوهُ وَهُمْ يَعْلَمُونَ,
143,83,1,وإذا لقوا الذين آمنوا قالوا آمنا وإذا خلا بعضهم إلىٰ بعض قالوا أتحدثونهم بما فتح الله عليكم ليحاجوكم به عند ربكم,وَإِذَا لَقُوا الَّذِينَ آمَنُوا قَالُوا آمَنَّا وَإِذَا خَلَا بَعْضُهُمْ إِلَىٰ بَعْضٍ قَالُوا أَتُحَدِّثُونَهُم بِمَا فَتَحَ اللَّهُ عَلَيْكُمْ لِيُحَاجُّوكُم بِهِ عِندَ رَبِّكُمْ,
144,83,2,أفلا تعقلون,أَفَلَا تَعْقِلُونَ,
145,84,1,أولا يعلمون أن الله يعلم ما يسرون وما يعلنون,أَوَلَا يَعْلَمُونَ أَنَّ اللَّهَ يَعْلَمُ مَا يُسِرُّونَ وَمَا يُعْلِنُونَ,
146,85,1,ومنهم أميون لا يعلمون الكتاب إلا أماني وإن هم إلا يظنون,وَمِنْهُمْ أُمِّيُّونَ لَا يَعْلَمُونَ الْكِتَابَ إِلَّا أَمَانِيَّ وَإِنْ هُمْ إِلَّا يَظُنُّونَ,
147,86,1,فويل للذين يكتبون الكتاب بأيديهم ثم يقولون هٰذا من عند الله ليشتروا به ثمنا قليلا,فَوَيْلٌ لِّلَّذِينَ يَكْتُبُونَ الْكِتَابَ بِأَيْدِيهِمْ ثُمَّ يَقُولُونَ هَٰذَا مِنْ عِندِ اللَّهِ لِيَشْتَرُوا بِهِ ثَمَنًا قَلِيلًا,
148,86,2,فويل لهم مما كتبت أيديهم وويل لهم مما يكسبون,فَوَيْلٌ لَّهُم مِّمَّا كَتَبَتْ أَيْدِيهِمْ وَوَيْلٌ لَّهُم مِّمَّا يَكْسِبُونَ,
149,87,1,وقالوا لن تمسنا النار إلا أياما معدودة,وَقَالُوا لَن تَمَسَّنَا النَّارُ إِلَّا أَيَّامًا مَّعْدُودَةً,
150,87,2,قل أتخذتم عند الله عهدا فلن يخلف الله عهده,قُلْ أَتَّخَذْتُمْ عِندَ اللَّهِ عَهْدًا فَلَن يُخْلِفَ اللَّهُ عَهْدَهُ,
151,87,3,أم تقولون على الله ما لا تعلمون,أَمْ تَقُولُونَ عَلَى اللَّهِ مَا لَا تَعْلَمُونَ,
152,88,1,بلىٰ من كسب سيئة وأحاطت به خطيئته فأولٰئك أصحاب النار,بَلَىٰ مَن كَسَبَ سَيِّئَةً وَأَحَاطَتْ بِهِ خَطِيئَتُهُ فَأُولَٰئِكَ أَصْحَابُ النَّارِ,
153,88,2,هم فيها خالدون,هُمْ فِيهَا خَالِدُونَ,
154,89,1,والذين آمنوا وعملوا الصالحات أولٰئك أصحاب الجنة,وَالَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ أُولَٰئِكَ أَصْحَابُ الْجَنَّةِ,
155,89,2,هم فيها خالدون,هُمْ فِيهَا خَالِدُونَ,
156,90,1,وإذ أخذنا ميثاق بني إسرائيل لا تعبدون إلا الله وبالوالدين إحسانا وذي القربىٰ واليتامىٰ والمساكين وقولوا للناس حسنا وأقيموا الصلاة وآتوا الزكاة ثم توليتم إلا قليلا منكم وأنتم معرضون,وَإِذْ أَخَذْنَا مِيثَاقَ بَنِي إِسْرَائِيلَ لَا تَعْبُدُونَ إِلَّا اللَّهَ وَبِالْوَالِدَيْنِ إِحْسَانًا وَذِي الْقُرْبَىٰ وَالْيَتَامَىٰ وَالْمَسَاكِينِ وَقُولُوا لِلنَّاسِ حُسْنًا وَأَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ ثُمَّ تَوَلَّيْتُمْ إِلَّا قَلِيلًا مِّنكُمْ وَأَنتُم مُّعْرِضُونَ,
157,91,1,وإذ أخذنا ميثاقكم لا تسفكون دماءكم ولا تخرجون أنفسكم من دياركم ثم أقررتم وأنتم تشهدون,وَإِذْ أَخَذْنَا مِيثَاقَكُمْ لَا تَسْفِكُونَ دِمَاءَكُمْ وَلَا تُخْرِجُونَ أَنفُسَكُم مِّن دِيَارِكُمْ ثُمَّ أَقْرَرْتُمْ وَأَنتُمْ تَشْهَدُونَ,
158,92,1,ثم أنتم هٰؤلاء تقتلون أنفسكم وتخرجون فريقا منكم من ديارهم تظاهرون عليهم بالإثم والعدوان وإن يأتوكم أسارىٰ تفادوهم وهو محرم عليكم إخراجهم,ثُمَّ أَنتُمْ هَٰؤُلَاءِ تَقْتُلُونَ أَنفُسَكُمْ وَتُخْرِجُونَ فَرِيقًا مِّنكُم مِّن دِيَارِهِمْ تَظَاهَرُونَ عَلَيْهِم بِالْإِثْمِ وَالْعُدْوَانِ وَإِن يَأْتُوكُمْ أُسَارَىٰ تُفَادُوهُمْ وَهُوَ مُحَرَّمٌ عَلَيْكُمْ إِخْرَاجُهُمْ,
159,92,2,أفتؤمنون ببعض الكتاب وتكفرون ببعض,أَفَتُؤْمِنُونَ بِبَعْضِ الْكِتَابِ وَتَكْفُرُونَ بِبَعْضٍ,
160,92,3,فما جزاء من يفعل ذٰلك منكم إلا خزي في الحياة الدنيا,فَمَا جَزَاءُ مَن يَفْعَلُ ذَٰلِكَ مِنكُمْ إِلَّا خِزْيٌ فِي الْحَيَاةِ الدُّنْيَا,
161,92,4,ويوم القيامة يردون إلىٰ أشد العذاب,وَيَوْمَ الْقِيَامَةِ يُرَدُّونَ إِلَىٰ أَشَدِّ الْعَذَابِ,
162,92,5,وما الله بغافل عما تعملون,وَمَا اللَّهُ بِغَافِلٍ عَمَّا تَعْمَلُونَ,
163,93,1,أولٰئك الذين اشتروا الحياة الدنيا بالآخرة,أُولَٰئِكَ الَّذِينَ اشْتَرَوُا الْحَيَاةَ الدُّنْيَا بِالْآخِرَةِ,
164,93,2,فلا يخفف عنهم العذاب ولا هم ينصرون,فَلَا يُخَفَّفُ عَنْهُمُ الْعَذَابُ وَلَا هُمْ يُنصَرُونَ,
165,94,1,ولقد آتينا موسى الكتاب وقفينا من بعده بالرسل,وَلَقَدْ آتَيْنَا مُوسَى الْكِتَابَ وَقَفَّيْنَا مِن بَعْدِهِ بِالرُّسُلِ,
166,94,2,وآتينا عيسى ابن مريم البينات وأيدناه بروح القدس,وَآتَيْنَا عِيسَى ابْنَ مَرْيَمَ الْبَيِّنَاتِ وَأَيَّدْنَاهُ بِرُوحِ الْقُدُسِ,
167,94,3,أفكلما جاءكم رسول بما لا تهوىٰ أنفسكم استكبرتم ففريقا كذبتم وفريقا تقتلون,أَفَكُلَّمَا جَاءَكُمْ رَسُولٌ بِمَا لَا تَهْوَىٰ أَنفُسُكُمُ اسْتَكْبَرْتُمْ فَفَرِيقًا كَذَّبْتُمْ وَفَرِيقًا تَقْتُلُونَ,
168,95,1,وقالوا قلوبنا غلف,وَقَالُوا قُلُوبُنَا غُلْفٌ,
169,95,2,بل لعنهم الله بكفرهم فقليلا ما يؤمنون,بَل لَّعَنَهُمُ اللَّهُ بِكُفْرِهِمْ فَقَلِيلًا مَّا يُؤْمِنُونَ,1
170,96,1,ولما جاءهم كتاب من عند الله مصدق لما معهم وكانوا من قبل يستفتحون على الذين كفروا فلما جاءهم ما عرفوا كفروا به,وَلَمَّا جَاءَهُمْ كِتَابٌ مِّنْ عِندِ اللَّهِ مُصَدِّقٌ لِّمَا مَعَهُمْ وَكَانُوا مِن قَبْلُ يَسْتَفْتِحُونَ عَلَى الَّذِينَ كَفَرُوا فَلَمَّا جَاءَهُم مَّا عَرَفُوا كَفَرُوا بِهِ,
171,96,2,فلعنة الله على الكافرين,فَلَعْنَةُ اللَّهِ عَلَى الْكَافِرِينَ,
172,97,1,بئسما اشتروا به أنفسهم أن يكفروا بما أنزل الله بغيا أن ينزل الله من فضله علىٰ من يشاء من عباده,بِئْسَمَا اشْتَرَوْا بِهِ أَنفُسَهُمْ أَن يَكْفُرُوا بِمَا أَنزَلَ اللَّهُ بَغْيًا أَن يُنَزِّلَ اللَّهُ مِن فَضْلِهِ عَلَىٰ مَن يَشَاءُ مِنْ عِبَادِهِ,
173,97,2,فباءوا بغضب علىٰ غضب,فَبَاءُوا بِغَضَبٍ عَلَىٰ غَضَبٍ,
174,97,3,وللكافرين عذاب مهين,وَلِلْكَافِرِينَ عَذَابٌ مُّهِينٌ,
175,98,1,وإذا قيل لهم آمنوا بما أنزل الله قالوا نؤمن بما أنزل علينا ويكفرون بما وراءه وهو الحق مصدقا لما معهم,وَإِذَا قِيلَ لَهُمْ آمِنُوا بِمَا أَنزَلَ اللَّهُ قَالُوا نُؤْمِنُ بِمَا أُنزِلَ عَلَيْنَا وَيَكْفُرُونَ بِمَا وَرَاءَهُ وَهُوَ الْحَقُّ مُصَدِّقًا لِّمَا مَعَهُمْ,
176,98,2,قل فلم تقتلون أنبياء الله من قبل إن كنتم مؤمنين,قُلْ فَلِمَ تَقْتُلُونَ أَنبِيَاءَ اللَّهِ مِن قَبْلُ إِن كُنتُم مُّؤْمِنِينَ,1
177,99,1,ولقد جاءكم موسىٰ بالبينات ثم اتخذتم العجل من بعده وأنتم ظالمون,وَلَقَدْ جَاءَكُم مُّوسَىٰ بِالْبَيِّنَاتِ ثُمَّ اتَّخَذْتُمُ الْعِجْلَ مِن بَعْدِهِ وَأَنتُمْ ظَالِمُونَ,
178,100,1,وإذ أخذنا ميثاقكم ورفعنا فوقكم الطور خذوا ما آتيناكم بقوة واسمعوا,وَإِذْ أَخَذْنَا مِيثَاقَكُمْ وَرَفَعْنَا فَوْقَكُمُ الطُّورَ خُذُوا مَا آتَيْنَاكُم بِقُوَّةٍ وَاسْمَعُوا,
179,100,2,قالوا سمعنا وعصينا وأشربوا في قلوبهم العجل بكفرهم,قَالُوا سَمِعْنَا وَعَصَيْنَا وَأُشْرِبُوا فِي قُلُوبِهِمُ الْعِجْلَ بِكُفْرِهِمْ,
180,100,3,قل بئسما يأمركم به إيمانكم إن كنتم مؤمنين,قُلْ بِئْسَمَا يَأْمُرُكُم بِهِ إِيمَانُكُمْ إِن كُنتُم مُّؤْمِنِينَ,1
181,101,1,قل إن كانت لكم الدار الآخرة عند الله خالصة من دون الناس فتمنوا الموت إن كنتم صادقين,قُلْ إِن كَانَتْ لَكُمُ الدَّارُ الْآخِرَةُ عِندَ اللَّهِ خَالِصَةً مِّن دُونِ النَّاسِ فَتَمَنَّوُا الْمَوْتَ إِن كُنتُمْ صَادِقِينَ,
